종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"325020","KODEX 배당가치","22035","335","1.54","22073.84","21760","22035","21710","25815","564911556","147634500000","147894738283","6700000","FnGuide SLV 배당가치 지수","2596.04","35.27","1.38"
"244670","KODEX 밸류Plus","10555","-25","-0.24","10610.25","10580","10650","10535","7471","79212230","6333000000","6366147752","600000","FnGuide 벨류 Plus 지수","2085.71","4.39","0.21"
"140700","KODEX 보험","12335","-10","-0.08","12347.99","12370","12430","12240","155306","1921133792","50573500000","48157152628","4100000","KRX 보험","2566.04","-10.78","-0.42"
"102780","KODEX 삼성그룹","15800","300","1.94","15823.27","15480","15800","15400","503452","7873945369","2123520000000","2126647270137","134400000","삼성그룹","15794.92","287.84","1.86"
"213610","KODEX 삼성그룹밸류","14645","220","1.53","14679.22","14440","14645","14385","26639","386541272","174275500000","174682672240","11900000","WISE 삼성그룹 밸류 인덱스","14532.10","220.53","1.54"
"448330","KODEX 삼성전자채권혼합","14080","120","0.86","14074.30","13945","14085","13930","1270844","17806944394","401280000000","401117670073","28500000","Wise 삼성전자채권혼합 지수","2105.39","12.95","0.62"
"325010","KODEX 성장주","27930","320","1.16","27916.72","27445","27930","27430","40075","1109695669","145236000000","145166962977","5200000","FnGuide 성장 지수(PR)","7915.80","105.65","1.35"
"385510","KODEX 신재생에너지액티브","31480","340","1.09","31523.61","31245","31580","31110","98623","3090398206","204620000000","203327278362","6500000","FnGuide K-신재생에너지 플러스 지수","2498.84","43.64","1.78"
"446690","KODEX 아시아AI반도체exChina액티브","33055","-80","-0.24","33250.43","33140","33140","32635","1198","39279760","16527500000","16625215230","500000","iSelect 아시아반도체 제조동맹 지수(시장가격)","6970.24","17.82","0.26"
"437070","KODEX 아시아달러채권ESG플러스액티브","65020","-230","-0.35","64932.72","64790","65105","64775","722","46997420","41092640000","41037479571","632000","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","119.05","-0.07","-0.06"
"117460","KODEX 에너지화학","13700","250","1.86","13722.81","13485","13795","13485","106510","1455715222","30688000000","30739102268","2240000","KRX 에너지화학","2732.01","45.93","1.71"
"275300","KODEX 우량주","18490","200","1.09","18536.49","18225","18530","18195","16284","298476120","25886000000","25951088102","1400000","MSCI Korea IMI Quality Capped","10904.65","132.99","1.23"
"140710","KODEX 운송","6625","50","0.76","6651.49","6610","6670","6550","109786","727179322","13912500000","13968119184","2100000","KRX 운송","1346.94","10.09","0.75"
"395150","KODEX 웹툰&드라마","2965","-25","-0.84","2956.78","2990","3000","2940","196056","581467966","12156500000","12122798726","4100000","FnGuide 웹툰&드라마 지수","448.22","-3.37","-0.75"
"456250","KODEX 유럽명품TOP10 STOXX","11495","-130","-1.12","11513.56","11485","11505","11385","6308","72333248","14368750000","14391953626","1250000","STOXX Europe Luxury 10 Index(Price Return)","3788.01","-41.44","-1.08"
"400570","KODEX 유럽탄소배출권선물ICE(H)","12620","175","1.41","12701.52","12695","12695","12620","22168","279941171","24861400000","25021986282","1970000","ICE EUA Carbon Futures Index(Excess Return)","1486.81","6.77","0.46"
"144600","KODEX 은선물(H)","15075","-200","-1.31","15503.89","15650","15760","14605","26146825","397059657658","818572500000","865117206342","54300000","S&P GSCI Silver Index(TR)","2879.28","30.27","1.06"
"091170","KODEX 은행","12760","-25","-0.20","12821.51","12805","12985","12715","924651","11854358947","498278000000","500038792677","39050000","KRX 은행","1320.68","-1.15","-0.09"
"453810","KODEX 인도Nifty50","14230","-105","-0.73","14231.92","14335","14335","14150","218311","3106402763","446822000000","446882359301","31400000","Nifty 50 Index","25665.60","0.00","0.00"
"453820","KODEX 인도Nifty50레버리지(합성)","17150","-310","-1.78","17121.17","17770","17770","16960","13906","237975270","22295000000","22257527124","1300000","Nifty 50 Index","25665.60","0.00","0.00"
"0000H0","KODEX 인도Nifty미드캡100","11215","-80","-0.71","11256.37","11350","11350","10855","175341","1956302490","20187000000","20261466407","1800000","Nifty Midcap 100 Index(PR)","59770.50","0.00","0.00"
"477730","KODEX 인도타타그룹","9010","-65","-0.72","9026.76","9015","9015","8965","6647","59746335","36490500000","36558381744","4050000","Nifty India Corporate Group Index - Tata Group 25% Cap(PR)","15248.80","0.00","0.00"
"114800","KODEX 인버스","2115","-35","-1.63","2114.86","2160","2165","2115","94033963","201063661721","819562500000","838540884707","387500000","코스피 200 선물지수","3436.30","58.58","1.73"
"101280","KODEX 일본TOPIX100","29095","430","1.50","28663.83","28665","29100","28665","9491","274270895","55280500000","55607838115","1900000","TOPIX100","2515.24","16.90","0.68"
"352540","KODEX 일본부동산리츠(H)","13080","55","0.42","13018.78","13100","13100","13005","54098","705935821","52320000000","52075131276","4000000","Tokyo Stock Exchange REIT Index","2057.09","11.52","0.56"
"091180","KODEX 자동차","29890","655","2.24","29915.83","28925","29890","28715","3573717","105321539203","490196000000","478653204202","16400000","KRX 자동차","3043.68","78.33","2.64"
"385520","KODEX 자율주행액티브","13170","240","1.86","13183.83","12835","13180","12695","70947","918140730","25023000000","25708476268","1900000","FnGuide K-미래차 지수","2447.88","72.34","3.05"
"363570","KODEX 장기종합채권(AA-이상)액티브","95235","-650","-0.68","95247.99","96180","96245","95235","7422","707927609","331989210000","332034490197","3486000","KAP 한국장기종합채권지수(AA-이상, 총수익)","305.92","-1.91","-0.62"
"273130","KODEX 종합채권(AA-이상)액티브","114240","-415","-0.36","114245.24","114805","114875","114205","63155","7230015487","3638429760000","3639282272412","31849000","KAP 한국종합채권지수","268.41","-0.91","-0.34"
"102970","KODEX 증권","17315","405","2.40","17338.60","16910","17585","16900","3582055","61907755840","457981750000","449936751483","26450000","KRX 증권","1737.62","42.31","2.50"
"419430","KODEX 차이나2차전지MSCI(합성)","11630","90","0.78","11546.44","11460","11740","11400","7461","86880756","38379000000","38103258057","3300000","MSCI China all shares IMI Select Batteries Index(Price Return)","2663.84","46.77","1.79"
"169950","KODEX 차이나A50","26885","-75","-0.28","26834.08","26960","26960","26535","2781","74474800","24196500000","24150672909","900000","FTSE China A50 Index","15339.74","6.70","0.04"
"428510","KODEX 차이나AI테크액티브","17985","105","0.59","17896.50","17735","17985","17690","25483","454026265","36869250000","36687822780","2050000","Bloomberg China Media & Tech Index PR","2450.50","-29.63","-1.19"
"283580","KODEX 차이나CSI300","16140","-110","-0.68","16140.83","16075","16235","16055","622088","10045480036","257433000000","258253221954","15950000","CSI 300 Index","4751.43","9.50","0.20"
"099140","KODEX 차이나H","25145","-180","-0.71","25254.02","25110","25400","25020","16992","427618502","47775500000","47982631783","1900000","Hang Seng China H","9266.86","-48.70","-0.52"
"204450","KODEX 차이나H레버리지(H)","2975","-30","-1.00","3004.54","3015","3050","2950","185466","556593635","45220000000","44767699849","15200000","Hang Seng China H","9266.86","-48.70","-0.52"
"415340","KODEX 차이나과창판STAR50(합성)","13115","-110","-0.83","13290.55","13060","13215","12890","25445","330488094","26361150000","26714004486","2010000","STAR 50 Index(Price Return)","1493.95","-6.96","-0.46"
"256750","KODEX 차이나심천ChiNext(합성)","15645","-80","-0.51","15739.86","15625","15695","15450","33527","521245030","47732895000","48022327103","3051000","SZSE ChiNext Price Index","3367.92","18.78","0.56"
"0065G0","KODEX 차이나테크TOP10","11520","-155","-1.33","11730.17","11670","11715","11465","45739","530651074","50112000000","51026257461","4350000","Hang Seng China Tech Top 10 Select Index (HKD) (Price Return)","3329.82","-19.87","-0.59"
"372330","KODEX 차이나항셍테크","9415","-170","-1.77","9559.67","9535","9550","9380","296570","2798624197","193007500000","197407155208","20500000","Hang Seng TECH Index","5828.35","-79.91","-1.35"
"0048K0","KODEX 차이나휴머노이드로봇","11890","-165","-1.37","11950.36","11920","12000","11830","1575886","18756535973","269903000000","268882989163","22700000","Solactive China Humanoid Robotics Index (CNH) (Price Return)","3093.97","-0.66","-0.02"
"117680","KODEX 철강","14030","705","5.29","13991.80","13595","14030","13440","443809","6118813558","26516700000","26444494322","1890000","KRX 철강","2825.96","141.54","5.27"
"279540","KODEX 최소변동성","16070","150","0.94","16204.01","16015","16070","16015","102","1635585","9642000000","9722404149","600000","KRX 최소변동성지수","9655.30","125.88","1.32"
"445150","KODEX 친환경조선해운액티브","34620","650","1.91","34718.49","34185","35020","34110","30112","1044712329","77895000000","78116598512","2250000","FnGuide K-친환경 선박 지수","3524.68","69.71","2.02"
"211900","KODEX 코리아배당성장","23400","220","0.95","23431.79","23180","23425","23140","83231","1940093269","64350000000","64437431172","2750000","코스피 배당성장 50","5845.66","66.47","1.15"
"237370","KODEX 코리아배당성장채권혼합","14900","30","0.20","14896.81","14870","14925","14855","98746","1469783002","110260000000","110236393557","7400000","배당성장채권혼합지수","2338.70","4.60","0.20"
"495850","KODEX 코리아밸류업","20400","200","0.99","20475.67","20155","20460","20085","247470","5010861980","384540000000","382894955452","18850000","코리아 밸류업 지수","2076.32","28.18","1.38"
"0115E0","KODEX 코리아소버린AI","11600","100","0.87","11640.57","11500","11645","11475","278383","3218274068","114260000000","114659584595","9850000","KRX 코리아 소버린 AI 지수","4437.32","42.18","0.96"
"373490","KODEX 코리아혁신성장액티브","21190","285","1.36","21279.35","21060","21300","21020","351","7431505","10595000000","10639673481","500000","FnGuide K-이노베이션 지수","2878.38","40.31","1.42"
"229200","KODEX 코스닥150","15840","140","0.89","15865.18","15685","15840","15605","8106404","127915267610","1640232000000","1611109531147","103550000","코스닥 150","1588.79","12.59","0.80"
"233740","KODEX 코스닥150레버리지","11990","190","1.61","12082.59","11730","11990","11655","15437785","183071804756","1868042000000","1803930937884","155800000","코스닥 150","1588.79","12.59","0.80"
"360150","KODEX 코스닥150롱코스피200숏선물","5960","-40","-0.67","5939.23","6005","6020","5955","7361","43982797","11920000000","11878458970","2000000","코스닥150 롱 100% 코스피200 숏 100% 선물지수","721.90","-5.63","-0.77"
"251340","KODEX 코스닥150선물인버스","2865","-20","-0.69","2887.16","2900","2910","2865","12790644","36907370849","210291000000","219424007278","73400000","F-코스닥150 지수","1836.13","17.36","0.95"
"461450","KODEX 코스닥글로벌","15315","130","0.86","15299.51","15185","15345","15110","6472","98439505","15315000000","15299509787","1000000","코스닥 글로벌 지수","1967.75","2.96","0.15"
"226490","KODEX 코스피","49305","745","1.53","49379.22","48515","49305","48390","520756","25439511944","756831750000","757971090629","15350000","코스피","4797.55","74.45","1.58"
"237350","KODEX 코스피100","55175","905","1.67","55253.08","54260","55180","54050","199995","10925201162","331050000000","331518504825","6000000","코스피 100","5334.48","82.13","1.56"
"359210","KODEX 코스피TR","24600","335","1.38","24689.07","24290","24635","24250","11300","275865410","81180000000","81473939572","3300000","코스피 TR","6244.47","96.90","1.58"
"337140","KODEX 코스피대형주","24550","460","1.91","24544.12","24090","24550","24090","35503","861664170","31915000000","31907355648","1300000","코스피 대형주","5052.28","80.83","1.63"
"138920","KODEX 콩선물(H)","10785","-15","-0.14","10790.10","10810","10810","10755","1323","14242062","5392500000","5395051367","500000","S&P GSCI Soybeans Index(TR)","5797.63","58.38","1.02"
"244660","KODEX 퀄리티Plus","9135","-25","-0.27","9140.72","9195","9195","9135","56","511620","4567500000","4570361150","500000","FnGuide 퀄리티 Plus 지수","2235.73","-7.71","-0.34"
"375770","KODEX 탄소효율그린뉴딜","16600","315","1.93","16587.27","16285","16600","16285","6074","99839655","39840000000","39809445163","2400000","KRX/S&P 탄소효율 그린뉴딜지수","2762.89","42.96","1.58"
"459560","KODEX 테슬라밸류체인FactSet","20310","-460","-2.21","20323.59","20820","20820","20100","12020","243659263","30465000000","30485390071","1500000","FactSet TSLA Value Chain Index(PR)","638.03","4.47","0.71"
"475080","KODEX 테슬라커버드콜채권혼합액티브","9025","-45","-0.50","9017.37","9040","9040","9005","513787","4631268894","331668750000","331388176439","36750000","KEDI 테슬라 인컴 프리미엄 밸런스드 지수(TR)","1653.95","-12.88","-0.77"
"266410","KODEX 필수소비재","8100","10","0.12","8119.87","8090","8150","8065","21157","171419280","12960000000","12991795985","1600000","KRX 필수소비재","1465.85","4.80","0.33"
"298770","KODEX 한국대만IT프리미어","46545","210","0.45","46769.52","46335","46640","46040","44834","2078627565","51199500000","51446474811","1100000","한국 대만 IT 프리미어지수","6736.96","1.50","0.02"
"476800","KODEX 한국부동산리츠인프라","4865","10","0.21","4875.11","4855","4870","4845","1338245","6497647903","585746000000","586963836879","120400000","KRX 부동산리츠인프라 지수","1390.27","6.34","0.46"
"450190","KODEX 한중반도체(합성)","31545","15","0.05","31536.64","31060","31625","31060","1271","39869805","18927000000","18921982514","600000","KRX CSI 한·중 반도체지수","7679.14","57.14","0.75"
